abundance	growth_rate	reactions	metabolites	taxon	tradeoff	sample_id
0.08400942162299013	0.0	2165	1473	roseobacter	0.5	2015_Central_20
0.16435488093716355	0.0	830	764	synechococcus	0.5	2015_Central_20
0.35869804264423194	0.2812746079612171	1525	1133	pelagibacter	0.5	2015_West_3
0.3083351660107427	1.1540121719790735	1932	1313	polaribacter	0.5	2015_West_3
0.024851550477761906	0.09301582847138465	992	800	prochlorococcus	0.5	2015_West_3
0.10402463162144453	0.3893098460169702	2165	1473	roseobacter	0.5	2015_West_3
0.20409060924581895	0.7638466936326995	830	764	synechococcus	0.5	2015_West_3
0.5807560137475317	0.0	1525	1133	pelagibacter	0.5	2015_West_6
0.1937285223640774	0.0	1932	1313	polaribacter	0.5	2015_West_6
0.0262027491365668	0.0	992	800	prochlorococcus	0.5	2015_West_6
0.0650773195828374	0.0	2165	1473	roseobacter	0.5	2015_West_6
0.1342353951689867	0.0	830	764	synechococcus	0.5	2015_West_6
0.4822284344111746	0.0	1525	1133	pelagibacter	0.5	2015_East_26
0.16693290737713734	0.0	1932	1313	polaribacter	0.5	2015_East_26
0.11202076680301931	0.0	992	800	prochlorococcus	0.5	2015_East_26
0.07687699679492671	0.0	2165	1473	roseobacter	0.5	2015_East_26
0.16194089461374211	0.0	830	764	synechococcus	0.5	2015_East_26
0.2610162344222638	0.3867801239715061	1525	1133	pelagibacter	0.5	2015_West_5
0.3748682268550853	1.0686478567115059	1932	1313	polaribacter	0.5	2015_West_5
0.0293063461996949	0.08353799743523078	992	800	prochlorococcus	0.5	2015_West_5
0.0794855576732913	0.2265596994124001	2165	1473	roseobacter	0.5	2015_West_5
0.2553236348496645	0.7277924807853571	830	764	synechococcus	0.5	2015_West_5
0.3812364425206183	0.26536418580093146	1525	1133	pelagibacter	0.5	2015_West_7
0.3161605205822874	1.1880865598112038	1932	1313	polaribacter	0.5	2015_West_7
0.028199566161051	0.10597404201655433	992	800	prochlorococcus	0.5	2015_West_7
0.0569414316685316	0.21396024335822914	2165	1473	roseobacter	0.5	2015_West_7
0.2174620390675117	0.8171684595399392	830	764	synechococcus	0.5	2015_West_7
0.3887280448335757	0.2562789114699075	1525	1133	pelagibacter	0.5	2015_Central_18
0.16792125070039673	0.8664880982972559	1932	1313	polaribacter	0.5	2015_Central_18
0.06562439683946421	0.33863312592371153	992	800	prochlorococcus	0.5	2015_Central_18
0.07778421154085942	0.4013720925413787	2165	1473	roseobacter	0.5	2015_Central_18
0.29994209608570405	1.5477521687021056	830	764	synechococcus	0.5	2015_Central_18
0.4196914700844736	0.24097943795236557	1525	1133	pelagibacter	0.5	2015_East_22
0.15403811254097494	0.9902372114309227	1932	1313	polaribacter	0.5	2015_East_22
0.15131578944498972	0.9391667054670363	992	800	prochlorococcus	0.5	2015_East_22
0.07985480944014711	0.5133484788955722	2165	1473	roseobacter	0.5	2015_East_22
0.19509981848941466	1.2542441476349016	830	764	synechococcus	0.5	2015_East_22
0.5331228467546137	0.0	1525	1133	pelagibacter	0.5	2016_Central_16
0.20479525968242665	0.0	1932	1313	polaribacter	0.5	2016_Central_16
0.02698789625992411	0.0	992	800	prochlorococcus	0.5	2016_Central_16
0.10579661637270354	0.0	2165	1473	roseobacter	0.5	2016_Central_16
0.12929738093033197	0.0	830	764	synechococcus	0.5	2016_Central_16
0.6015649452181036	0.0	1525	1133	pelagibacter	0.5	2016_East_22
0.20469483569950106	0.0	1932	1313	polaribacter	0.5	2016_East_22
0.04225352112745671	0.0	992	800	prochlorococcus	0.5	2016_East_22
0.08419405320084242	0.0	2165	1473	roseobacter	0.5	2016_East_22
0.06729264475409631	0.0	830	764	synechococcus	0.5	2016_East_22
0.6419504554282863	0.0	1525	1133	pelagibacter	0.5	2016_North_11
0.20462433950505932	0.0	1932	1313	polaribacter	0.5	2016_North_11
0.024311227710503005	0.0	992	800	prochlorococcus	0.5	2016_North_11
0.09064306121451161	0.0	2165	1473	roseobacter	0.5	2016_North_11
0.038470916141639805	0.0	830	764	synechococcus	0.5	2016_North_11
0.5168102654108195	0.0	1525	1133	pelagibacter	0.5	2016_West_4
0.2658947423770339	0.0	1932	1313	polaribacter	0.5	2016_West_4
0.011844058448593396	0.0	992	800	prochlorococcus	0.5	2016_West_4
0.17556099900353286	0.0	2165	1473	roseobacter	0.5	2016_West_4
0.029889934760020193	0.0	830	764	synechococcus	0.5	2016_West_4
0.5836909871126221	0.0	1525	1133	pelagibacter	0.5	2016_North_9
0.22510729615540626	0.0	1932	1313	polaribacter	0.5	2016_North_9
0.033905579395980906	0.0	992	800	prochlorococcus	0.5	2016_North_9
0.09570815450646422	0.0	2165	1473	roseobacter	0.5	2016_North_9
0.061587982829526516	0.0	830	764	synechococcus	0.5	2016_North_9
0.609873483657811	0.0	1525	1133	pelagibacter	0.5	2016_Central_18
0.15622221682283793	0.0	1932	1313	polaribacter	0.5	2016_Central_18
0.031283923154063004	0.0	992	800	prochlorococcus	0.5	2016_Central_18
0.07887476707633552	0.0	2165	1473	roseobacter	0.5	2016_Central_18
0.12374560928895252	0.0	830	764	synechococcus	0.5	2016_Central_18
0.6000000000255732	0.0	1525	1133	pelagibacter	0.5	2016_North_12
0.17888349514797944	0.0	1932	1313	polaribacter	0.5	2016_North_12
0.04393203882575461	0.0	992	800	prochlorococcus	0.5	2016_North_12
0.08519417474839501	0.0	2165	1473	roseobacter	0.5	2016_North_12
0.09199029125229771	0.0	830	764	synechococcus	0.5	2016_North_12
0.6640793284482089	0.0	1525	1133	pelagibacter	0.5	2016_East_24
0.1485636529482491	0.0	1932	1313	polaribacter	0.5	2016_East_24
0.0651068449080754	0.0	992	800	prochlorococcus	0.5	2016_East_24
0.0787707102112382	0.0	2165	1473	roseobacter	0.5	2016_East_24
0.0434794634842283	0.0	830	764	synechococcus	0.5	2016_East_24
0.5586075605601456	0.0	1525	1133	pelagibacter	0.5	2016_Central_20
0.1346206146298242	0.0	1932	1313	polaribacter	0.5	2016_Central_20
0.121022572723231	0.0	992	800	prochlorococcus	0.5	2016_Central_20
0.0867555072058867	0.0	2165	1473	roseobacter	0.5	2016_Central_20
0.0989937448809125	0.0	830	764	synechococcus	0.5	2016_Central_20
0.16287790016442583	0.1875784863543607	1525	1133	pelagibacter	0.5	2016_West_5
0.4984766814822227	0.5741701618772016	1932	1313	polaribacter	0.5	2016_West_5
0.0023435669087997005	0.002705822083933282	992	800	prochlorococcus	0.5	2016_West_5
0.32622451373635114	0.3757326934330763	2165	1473	roseobacter	0.5	2016_West_5
0.010077337708200702	0.01056669371896067	830	764	synechococcus	0.5	2016_West_5
0.5677409886823092	0.0	1525	1133	pelagibacter	0.5	2016_East_26
0.14671530553179263	0.0	1932	1313	polaribacter	0.5	2016_East_26
0.13706856370339912	0.0	992	800	prochlorococcus	0.5	2016_East_26
0.07576161732721501	0.0	2165	1473	roseobacter	0.5	2016_East_26
0.07271352475528411	0.0	830	764	synechococcus	0.5	2016_East_26
0.48493462198896026	0.0	1525	1133	pelagibacter	0.5	2016_West_3
0.2993177941738988	0.0	1932	1313	polaribacter	0.5	2016_West_3
0.025014212617804905	0.0	992	800	prochlorococcus	0.5	2016_West_3
0.16571915860153116	0.0	2165	1473	roseobacter	0.5	2016_West_3
0.025014212617804905	0.0	830	764	synechococcus	0.5	2016_West_3
0.09401002928951922	0.09143476413076233	1525	1133	pelagibacter	0.5	2016_West_7
0.5372220796182441	0.5225726374909574	1932	1313	polaribacter	0.5	2016_West_7
0.0003935878825749001	0.0008095122554620759	992	800	prochlorococcus	0.5	2016_West_7
0.36621867387557133	0.3562026900513127	2165	1473	roseobacter	0.5	2016_West_7
0.0021556293340904004	0.0020699897889017082	830	764	synechococcus	0.5	2016_West_7
