taxon	sample_id	tolerance	reaction	flux	abundance	metabolite	direction
polaribacter	2015_Central_16	1.1e-06	EX_salchs4_e	-0.000198916886167415	0.25672068447819635	salchs4_e	import
polaribacter	2015_Central_16	1.1e-06	EX_2ddglcn_e	-1.9687040896200004e-05	0.25672068447819635	2ddglcn_e	import
polaribacter	2015_Central_16	1.1e-06	EX_co2_e	-0.0069721950964731425	0.25672068447819635	co2_e	import
polaribacter	2015_Central_16	1.1e-06	EX_anhgm_e	-0.24896416040879096	0.25672068447819635	anhgm_e	import
polaribacter	2015_Central_16	1.1e-06	EX_actn__R_e	-0.006260574887996034	0.25672068447819635	actn__R_e	import
polaribacter	2015_Central_16	1.1e-06	EX_udcpdp_e	-0.0011170214423034612	0.25672068447819635	udcpdp_e	import
polaribacter	2015_Central_16	1.1e-06	EX_R_3hpt_e	-0.005999287889709028	0.25672068447819635	R_3hpt_e	import
polaribacter	2015_Central_16	1.1e-06	EX_dcyt_e	-0.392902658281353	0.25672068447819635	dcyt_e	import
polaribacter	2015_Central_16	1.1e-06	EX_id3acald_e	-0.007151138178179911	0.25672068447819635	id3acald_e	import
polaribacter	2015_Central_16	1.1e-06	EX_adn_e	-0.006972121441197526	0.25672068447819635	adn_e	import
polaribacter	2015_Central_16	1.1e-06	EX_mg2_e	-0.0034471695591801925	0.25672068447819635	mg2_e	import
polaribacter	2015_Central_16	1.1e-06	EX_nh4_e	-0.17367946423548297	0.25672068447819635	nh4_e	import
polaribacter	2015_Central_16	1.1e-06	EX_trp__L_e	-0.011296618908718926	0.25672068447819635	trp__L_e	import
polaribacter	2015_Central_16	1.1e-06	EX_R_3hppta_e	0.006981082695723972	0.25672068447819635	R_3hppta_e	export
polaribacter	2015_Central_16	1.1e-06	EX_R_3hhdca_e	0.9845315018419766	0.25672068447819635	R_3hhdca_e	export
polaribacter	2015_Central_16	1.1e-06	EX_leu__L_e	-0.0009591139240351531	0.25672068447819635	leu__L_m	import
polaribacter	2015_Central_16	1.1e-06	EX_thm_e	0.03584728865126624	0.25672068447819635	thm_e	export
polaribacter	2015_Central_16	1.1e-06	EX_fe2_e	0.0031951254873211115	0.25672068447819635	fe2_e	export
polaribacter	2015_Central_16	1.1e-06	EX_4hbz_e	0.0068940033993694924	0.25672068447819635	4hbz_e	export
polaribacter	2015_Central_16	1.1e-06	EX_glutar_e	-0.020093639234886856	0.25672068447819635	glutar_e	import
polaribacter	2015_Central_16	1.1e-06	EX_k_e	-0.006090213633212322	0.25672068447819635	k_e	import
polaribacter	2015_Central_16	1.1e-06	EX_thym_e	-0.006972964375585961	0.25672068447819635	thym_e	import
polaribacter	2015_Central_16	1.1e-06	EX_LalaLglu_e	0.0069367152383378716	0.25672068447819635	LalaLglu_e	export
polaribacter	2015_Central_16	1.1e-06	EX_LalaDgluMdap_e	-0.002440208105343078	0.25672068447819635	LalaDgluMdap_e	import
polaribacter	2015_Central_16	1.1e-06	EX_salchs2fe_e	-0.003122903370121399	0.25672068447819635	salchs2fe_e	import
polaribacter	2015_Central_16	1.1e-06	EX_salchs4fe_e	-0.0003250794619884777	0.25672068447819635	salchs4fe_e	import
polaribacter	2015_Central_16	1.1e-06	EX_sbt__D_e	5.645087572387762e-05	0.25672068447819635	sbt__D_e	export
polaribacter	2015_Central_16	1.1e-06	EX_p_xyl_e	0.004981678979822415	0.25672068447819635	p_xyl_e	export
polaribacter	2015_Central_16	1.1e-06	EX_mn2_e	0.006179603363799348	0.25672068447819635	mn2_e	export
polaribacter	2015_Central_16	1.1e-06	EX_h2s_e	0.0024090327407049264	0.25672068447819635	h2s_e	export
polaribacter	2015_Central_16	1.1e-06	EX_fol_e	0.007653763345644454	0.25672068447819635	fol_e	export
polaribacter	2015_Central_16	1.1e-06	EX_pheme_e	0.0010612976222491325	0.25672068447819635	pheme_e	export
polaribacter	2015_Central_16	1.1e-06	EX_ppa_e	-0.006895271939476497	0.25672068447819635	ppa_e	import
polaribacter	2015_Central_16	1.1e-06	EX_salchsx_e	-0.0017550562395143837	0.25672068447819635	salchsx_e	import
polaribacter	2015_Central_16	1.1e-06	EX_4abz_e	-0.05524810575593622	0.25672068447819635	4abz_e	import
polaribacter	2015_Central_16	1.1e-06	EX_cytd_e	0.0013354141648083083	0.25672068447819635	cytd_e	export
polaribacter	2015_Central_16	1.1e-06	EX_g3pc_e	0.10618449404982862	0.25672068447819635	g3pc_e	export
polaribacter	2015_Central_16	1.1e-06	EX_man1p_e	-0.002029864422465949	0.25672068447819635	man1p_e	import
polaribacter	2015_Central_16	1.1e-06	EX_ad_e	0.006972200897293162	0.25672068447819635	ad_e	export
polaribacter	2015_Central_16	1.1e-06	EX_acald_e	-0.0006016158658710292	0.25672068447819635	acald_e	import
polaribacter	2015_Central_16	1.1e-06	EX_gal_e	7.926663081597122e-05	0.25672068447819635	gal_e	export
polaribacter	2015_Central_16	1.1e-06	EX_meoh_e	2.1904421533193163e-06	0.25672068447819635	meoh_e	export
polaribacter	2015_Central_16	1.1e-06	EX_h2o2_e	0.003504402706011291	0.25672068447819635	h2o2_e	export
polaribacter	2015_Central_16	1.1e-06	EX_rib__D_e	0.0048612734365666615	0.25672068447819635	rib__D_e	export
polaribacter	2015_Central_16	1.1e-06	EX_glyc3p_e	-0.17773763376070006	0.25672068447819635	glyc3p_e	import
polaribacter	2015_Central_16	1.1e-06	EX_crn_e	0.005715905865695313	0.25672068447819635	crn_e	export
polaribacter	2015_Central_16	1.1e-06	EX_slnt_e	0.014291726765486158	0.25672068447819635	slnt_e	export
polaribacter	2015_Central_16	1.1e-06	EX_4hbald_e	0.004628084092559389	0.25672068447819635	4hbald_e	export
polaribacter	2015_Central_16	1.1e-06	EX_tnt_e	0.0006838362856078266	0.25672068447819635	tnt_e	export
polaribacter	2015_Central_16	1.1e-06	EX_14glucan_e	-0.0016363935946667385	0.25672068447819635	14glucan_e	import
polaribacter	2015_Central_16	1.1e-06	EX_metox_e	0.04641436573703891	0.25672068447819635	metox_e	export
polaribacter	2015_Central_16	1.1e-06	EX_pyr_e	1.791314332003549e-05	0.25672068447819635	pyr_e	export
polaribacter	2015_Central_16	1.1e-06	EX_uri_e	-0.0034989112355276915	0.25672068447819635	uri_e	import
polaribacter	2015_Central_16	1.1e-06	EX_glyglygln_e	0.0008291070619977722	0.25672068447819635	glyglygln_e	export
polaribacter	2015_Central_16	1.1e-06	EX_gsn_e	-0.0044316366709644915	0.25672068447819635	gsn_e	import
polaribacter	2015_Central_16	1.1e-06	EX_malt_e	0.007258944240638759	0.25672068447819635	malt_e	export
polaribacter	2015_Central_16	1.1e-06	EX_dad_2_e	-0.004818142817003146	0.25672068447819635	dad_2_e	import
polaribacter	2015_Central_16	1.1e-06	EX_sel_e	0.00023115573534985984	0.25672068447819635	sel_e	export
polaribacter	2015_Central_16	1.1e-06	EX_ptrc_e	-0.00037699273855112427	0.25672068447819635	ptrc_e	import
polaribacter	2015_Central_16	1.1e-06	EX_met__L_e	0.00011014250384053829	0.25672068447819635	met__L_e	export
polaribacter	2015_Central_16	1.1e-06	EX_acac_e	-0.0005274408025689245	0.25672068447819635	acac_e	import
polaribacter	2015_Central_16	1.1e-06	EX_dgsn_e	-0.003995834500637413	0.25672068447819635	dgsn_e	import
polaribacter	2015_Central_16	1.1e-06	EX_his__L_e	-0.004095982712788314	0.25672068447819635	his__L_e	import
polaribacter	2015_Central_16	1.1e-06	EX_drib_e	-0.004203195521602968	0.25672068447819635	drib_e	import
polaribacter	2015_Central_16	1.1e-06	EX_arab__L_e	-0.8762577020671134	0.25672068447819635	arab__L_e	import
polaribacter	2015_Central_16	1.1e-06	EX_h2_e	-0.006963041888750479	0.25672068447819635	h2_e	import
polaribacter	2015_Central_16	1.1e-06	EX_ppap_e	-0.0007656327556891221	0.25672068447819635	ppap_e	import
polaribacter	2015_Central_16	1.1e-06	EX_din_e	-0.006973914094846789	0.25672068447819635	din_e	import
polaribacter	2015_Central_16	1.1e-06	EX_R_3hpba_e	0.006628551721814684	0.25672068447819635	R_3hpba_e	export
polaribacter	2015_Central_16	1.1e-06	EX_bz_e	-0.006965182059128682	0.25672068447819635	bz_e	import
polaribacter	2015_Central_16	1.1e-06	EX_g3pi_e	0.0041151223016456795	0.25672068447819635	g3pi_e	export
polaribacter	2015_Central_16	1.1e-06	EX_csn_e	-0.006944430746914821	0.25672068447819635	csn_e	import
polaribacter	2015_Central_16	1.1e-06	EX_met_L_ala__L_e	0.004093389189871423	0.25672068447819635	met_L_ala__L_e	export
polaribacter	2015_Central_16	1.1e-06	EX_etha_e	0.03990013091472174	0.25672068447819635	etha_e	export
polaribacter	2015_Central_16	1.1e-06	EX_h2o_e	0.39022035108594266	0.25672068447819635	h2o_e	export
polaribacter	2015_Central_16	1.1e-06	EX_no3_e	-0.00698151270411349	0.25672068447819635	no3_e	import
polaribacter	2015_Central_16	1.1e-06	EX_pydxn_e	0.0519573291089303	0.25672068447819635	pydxn_e	export
polaribacter	2015_Central_16	1.1e-06	EX_chor_e	0.003619855771556256	0.25672068447819635	chor_e	export
polaribacter	2015_Central_16	1.1e-06	EX_h_e	-1.6189209822452955	0.25672068447819635	h_e	import
polaribacter	2015_Central_16	1.1e-06	EX_gly_tyr_e	-0.00022758782559197176	0.25672068447819635	gly_tyr_e	import
polaribacter	2015_Central_16	1.1e-06	EX_citr__L_e	-0.03012981686876722	0.25672068447819635	citr__L_e	import
polaribacter	2015_Central_16	1.1e-06	EX_inost_e	-2.8591891012444313	0.25672068447819635	inost_e	import
polaribacter	2015_Central_16	1.1e-06	EX_ura_e	-0.1920982439214065	0.25672068447819635	ura_e	import
polaribacter	2015_Central_16	1.1e-06	EX_R3hdec4e_e	1.2135192922698287e-05	0.25672068447819635	R3hdec4e_e	export
polaribacter	2015_Central_16	1.1e-06	EX_gly_leu_e	-0.006917087767264422	0.25672068447819635	gly_leu_e	import
polaribacter	2015_Central_16	1.1e-06	EX_thymd_e	-0.00012644021094807706	0.25672068447819635	thymd_e	import
polaribacter	2015_Central_16	1.1e-06	EX_hxan_e	0.0002873965682105158	0.25672068447819635	hxan_e	export
polaribacter	2015_Central_16	1.1e-06	EX_gly_pro__L_e	0.015608499586773985	0.25672068447819635	gly_pro__L_e	export
polaribacter	2015_Central_16	1.1e-06	EX_nac_e	0.006264699799668503	0.25672068447819635	nac_e	export
polaribacter	2015_Central_16	1.1e-06	EX_cgly_e	-0.006983852915611698	0.25672068447819635	cgly_e	import
polaribacter	2015_Central_16	1.1e-06	EX_fe3dhbzs3_e	-0.009698706982980735	0.25672068447819635	fe3dhbzs3_e	import
polaribacter	2015_Central_16	1.1e-06	EX_malthp_e	0.00018945150815397738	0.25672068447819635	malthp_e	export
polaribacter	2015_Central_16	1.1e-06	EX_udcpp_e	-0.001197702262773563	0.25672068447819635	udcpp_e	import
polaribacter	2015_Central_16	1.1e-06	EX_melib_e	-0.08970801244115999	0.25672068447819635	melib_e	import
polaribacter	2015_Central_16	1.1e-06	EX_ile__L_e	-0.004402935700789381	0.25672068447819635	ile__L_e	import
polaribacter	2015_Central_16	1.1e-06	EX_5drib_e	5.2213653768620576e-05	0.25672068447819635	5drib_e	export
polaribacter	2015_Central_16	1.1e-06	EX_gly_asp__L_e	-0.0061205296621398035	0.25672068447819635	gly_asp__L_e	import
polaribacter	2015_Central_16	1.1e-06	EX_pyovd_kt_e	-0.0038152690572625806	0.25672068447819635	pyovd_kt_e	import
polaribacter	2015_Central_16	1.1e-06	EX_ind3ac_e	-0.059535319952529565	0.25672068447819635	ind3ac_e	import
polaribacter	2015_Central_16	1.1e-06	EX_ala__D_e	0.008244590020305548	0.25672068447819635	ala__D_e	export
polaribacter	2015_Central_16	1.1e-06	EX_metox__R_e	0.1777402381672484	0.25672068447819635	metox__R_e	export
polaribacter	2015_Central_16	1.1e-06	EX_alagly_e	-0.007830970565458124	0.25672068447819635	alagly_e	import
polaribacter	2015_Central_16	1.1e-06	EX_4ahmmp_e	0.0009073440089127811	0.25672068447819635	4ahmmp_e	export
polaribacter	2015_Central_16	1.1e-06	EX_lysglugly_e	-0.014182090460413164	0.25672068447819635	lysglugly_e	import
polaribacter	2015_Central_16	1.1e-06	EX_pro__L_e	0.003049790706466249	0.25672068447819635	pro__L_e	export
polaribacter	2015_Central_16	1.1e-06	EX_ocdcea_e	0.002031609127800322	0.25672068447819635	ocdcea_e	export
polaribacter	2015_Central_16	1.1e-06	EX_gly_gln_e	0.008478007101869111	0.25672068447819635	gly_gln_e	export
polaribacter	2015_Central_16	1.1e-06	EX_cu2_e	-12.627606630546161	0.25672068447819635	cu2_e	import
polaribacter	2015_Central_16	1.1e-06	EX_asn__L_e	0.006886641344721308	0.25672068447819635	L_Asparagine[e]	export
polaribacter	2015_Central_16	1.1e-06	EX_pi_e	0.07247150731273075	0.25672068447819635	pi_e	export
polaribacter	2015_Central_16	1.1e-06	EX_lys__L_e	0.04412483819908113	0.25672068447819635	lys__L_e	export
polaribacter	2015_Central_16	1.1e-06	EX_pta_e	0.005974127794799994	0.25672068447819635	pta_e	export
polaribacter	2015_Central_16	1.1e-06	EX_duri_e	-0.008854908383679146	0.25672068447819635	duri_e	import
polaribacter	2015_Central_16	1.1e-06	EX_4hba_e	-0.001421630041658641	0.25672068447819635	4hba_e	import
polaribacter	2015_North_9	1.1e-06	EX_stfrnA_e	0.004794508089233694	0.22030288682456775	stfrnA_e	export
polaribacter	2015_North_9	1.1e-06	EX_glu__L_e	0.07233735721133121	0.22030288682456775	L_Glutamate[e]	export
polaribacter	2015_North_9	1.1e-06	EX_2m35mdntha_e	0.03509176936321223	0.22030288682456775	2m35mdntha_e	export
polaribacter	2015_North_9	1.1e-06	EX_enter_e	-0.004370364578029423	0.22030288682456775	enter_e	import
polaribacter	2015_North_9	1.1e-06	EX_so3_e	-0.004037382835625078	0.22030288682456775	so3_e	import
polaribacter	2015_North_9	1.1e-06	EX_m_xyl_e	-0.0004546546969096293	0.22030288682456775	m_xyl_e	import
polaribacter	2015_North_9	1.1e-06	EX_ca2_e	-0.00522108842062824	0.22030288682456775	ca2_e	import
polaribacter	2015_North_9	1.1e-06	EX_tgt_e	0.005089483658302256	0.22030288682456775	tgt_e	export
polaribacter	2015_North_9	1.1e-06	EX_tsul_e	0.00370981979298367	0.22030288682456775	tsul_e	export
polaribacter	2015_North_9	1.1e-06	EX_acnam_e	-0.0996312277107236	0.22030288682456775	acnam_e	import
polaribacter	2015_North_9	1.1e-06	EX_LalaDglu_e	2.713496027400425e-05	0.22030288682456775	LalaDglu_e	export
polaribacter	2015_North_9	1.1e-06	EX_spmd_e	-0.005178588808587187	0.22030288682456775	spmd_e	import
polaribacter	2015_North_9	1.1e-06	EX_cl_e	-0.0016207225484794101	0.22030288682456775	cl_e	import
polaribacter	2015_North_9	1.1e-06	EX_ala_leu_e	-0.0013129936440428567	0.22030288682456775	ala_leu_e	import
polaribacter	2015_North_9	1.1e-06	EX_gly_e	0.003719257910803244	0.22030288682456775	Glycine[e]	export
polaribacter	2015_North_9	1.1e-06	EX_R_3httdca_e	0.0038694411424239155	0.22030288682456775	R_3httdca_e	export
polaribacter	2015_North_9	1.1e-06	EX_ser__D_e	0.057180106561227996	0.22030288682456775	ser__D_e	export
polaribacter	2015_North_9	1.1e-06	EX_gly_asn__L_e	-0.003341163723385344	0.22030288682456775	gly_asn__L_e	import
polaribacter	2015_North_9	1.1e-06	EX_LalaDgluMdapDala_e	-0.004979927509821926	0.22030288682456775	LalaDgluMdapDala_e	import
polaribacter	2015_North_9	1.1e-06	EX_gly_cys_e	0.0011949138286089461	0.22030288682456775	gly_cys_e	export
polaribacter	2015_North_9	1.1e-06	EX_gln__L_e	-0.17715309415643102	0.22030288682456775	gln__L_e	import
polaribacter	2015_North_9	1.1e-06	EX_15dap_e	0.0001314493068183143	0.22030288682456775	15dap_e	export
polaribacter	2015_North_9	1.1e-06	EX_xtsn_e	-0.0011775289602016816	0.22030288682456775	xtsn_e	import
polaribacter	2015_North_9	1.1e-06	EX_zn2_e	0.001898379694515568	0.22030288682456775	zn2_e	export
polaribacter	2015_North_9	1.1e-06	EX_glc__D_e	-0.0051504357507707	0.22030288682456775	glc__D_e	import
polaribacter	2015_North_9	1.1e-06	EX_d23hb_e	-0.002910656746761685	0.22030288682456775	d23hb_e	import
polaribacter	2015_North_9	1.1e-06	EX_tcynt_e	0.0048544041180035085	0.22030288682456775	tcynt_e	export
polaribacter	2015_North_9	1.1e-06	EX_for_e	0.0035310707673422335	0.22030288682456775	for_e	export
polaribacter	2015_North_9	1.1e-06	EX_dextrin_e	0.004170747660623938	0.22030288682456775	dextrin_e	export
polaribacter	2015_North_9	1.1e-06	EX_skm_e	0.11241864783648432	0.22030288682456775	skm_e	export
polaribacter	2015_North_9	1.1e-06	EX_gly_phe_e	0.005052601523261434	0.22030288682456775	gly_phe_e	export
polaribacter	2015_North_9	1.1e-06	EX_fe3_e	0.010949890271829998	0.22030288682456775	fe3_e	export
polaribacter	2015_North_9	1.1e-06	EX_etoh_e	0.001613601337490343	0.22030288682456775	etoh_e	export
polaribacter	2015_North_9	1.1e-06	EX_stfrnB_e	-0.0016815895997620753	0.22030288682456775	stfrnB_e	import
polaribacter	2015_North_9	1.1e-06	EX_thr__L_e	-0.00270561791210587	0.22030288682456775	thr__L_e	import
polaribacter	2015_North_9	1.1e-06	EX_mobd_e	-0.005166303964642052	0.22030288682456775	mobd_e	import
polaribacter	2015_North_9	1.1e-06	EX_fe3dcit_e	-0.6059613194315091	0.22030288682456775	fe3dcit_e	import
polaribacter	2015_North_9	1.1e-06	EX_arg__L_e	-0.0013922292497654874	0.22030288682456775	arg__L_e	import
polaribacter	2015_North_9	1.1e-06	EX_so4_e	0.009884703902674869	0.22030288682456775	so4_e	export
polaribacter	2015_North_9	1.1e-06	EX_ala_L_asp__L_e	-15.376599384784928	0.22030288682456775	ala_L_asp__L_e	import
polaribacter	2015_North_9	1.1e-06	EX_chol_e	0.0013020473634942102	0.22030288682456775	chol_e	export
polaribacter	2015_North_9	1.1e-06	EX_phehpa_e	-0.0006800973719892696	0.22030288682456775	phehpa_e	import
polaribacter	2015_North_9	1.1e-06	EX_ch4s_e	0.0037102516484321052	0.22030288682456775	ch4s_e	export
polaribacter	2015_North_9	1.1e-06	EX_35dnta_e	0.12916341814696924	0.22030288682456775	35dnta_e	export
polaribacter	2015_North_9	1.1e-06	EX_aso3_e	0.21237208796597573	0.22030288682456775	aso3_e	export
polaribacter	2015_North_9	1.1e-06	EX_xyl__D_e	0.005127851147332346	0.22030288682456775	xyl__D_e	export
polaribacter	2015_North_9	1.1e-06	EX_ala_L_glu__L_e	-0.3496889876013957	0.22030288682456775	ala_L_glu__L_e	import
polaribacter	2015_North_9	1.1e-06	EX_salchs4_e	-0.0012859115072628227	0.22030288682456775	salchs4_e	import
polaribacter	2015_North_9	1.1e-06	EX_2ddglcn_e	0.002304800845036403	0.22030288682456775	2ddglcn_e	export
polaribacter	2015_North_9	1.1e-06	EX_co2_e	0.1646192318368398	0.22030288682456775	co2_e	export
polaribacter	2015_North_9	1.1e-06	EX_anhgm_e	0.004708983840043451	0.22030288682456775	anhgm_e	export
polaribacter	2015_North_9	1.1e-06	EX_actn__R_e	0.0015087215413067908	0.22030288682456775	actn__R_e	export
polaribacter	2015_North_9	1.1e-06	EX_udcpdp_e	-0.45153062567485486	0.22030288682456775	udcpdp_e	import
polaribacter	2015_North_9	1.1e-06	EX_R_3hpt_e	-0.0007770630103495927	0.22030288682456775	R_3hpt_e	import
polaribacter	2015_North_9	1.1e-06	EX_dcyt_e	-1.1693652323114702e-06	0.22030288682456775	dcyt_e	import
polaribacter	2015_North_9	1.1e-06	EX_id3acald_e	-5.656273338794006e-06	0.22030288682456775	id3acald_e	import
polaribacter	2015_North_9	1.1e-06	EX_sucr_e	-9.458583006644656e-06	0.22030288682456775	sucr_e	import
polaribacter	2015_North_9	1.1e-06	EX_mg2_e	-0.006188787681431177	0.22030288682456775	mg2_e	import
polaribacter	2015_North_9	1.1e-06	EX_nh4_e	5.988791675256291e-06	0.22030288682456775	nh4_e	export
polaribacter	2015_North_9	1.1e-06	EX_trp__L_e	-0.09485738259009616	0.22030288682456775	trp__L_e	import
polaribacter	2015_North_9	1.1e-06	EX_phe__L_e	-0.03460883162609002	0.22030288682456775	phe__L_e	import
polaribacter	2015_North_9	1.1e-06	EX_R_3hhdca_e	0.00516798915817973	0.22030288682456775	R_3hhdca_e	export
polaribacter	2015_North_9	1.1e-06	EX_gal_bD_e	0.0051327130421742195	0.22030288682456775	gal_bD_e	export
polaribacter	2015_North_9	1.1e-06	EX_thm_e	-0.004352150910780965	0.22030288682456775	thm_e	import
polaribacter	2015_North_9	1.1e-06	EX_succ_e	4.78970855089661e-06	0.22030288682456775	succ_e	export
polaribacter	2015_North_9	1.1e-06	EX_fe2_e	-0.003148215169897614	0.22030288682456775	fe2_e	import
polaribacter	2015_North_9	1.1e-06	EX_tyr__L_e	-0.00513260774096079	0.22030288682456775	tyr__L_e	import
polaribacter	2015_North_9	1.1e-06	EX_thym_e	-0.004778621106005262	0.22030288682456775	thym_e	import
polaribacter	2015_North_9	1.1e-06	EX_gua_e	1.9458150985719243e-05	0.22030288682456775	gua_e	export
polaribacter	2015_North_9	1.1e-06	EX_LalaLglu_e	-0.0019579188618744975	0.22030288682456775	LalaLglu_e	import
polaribacter	2015_North_9	1.1e-06	EX_salchs4fe_e	-0.038094599857641104	0.22030288682456775	salchs4fe_e	import
polaribacter	2015_North_9	1.1e-06	EX_p_xyl_e	-0.0049904348717653485	0.22030288682456775	p_xyl_e	import
polaribacter	2015_North_9	1.1e-06	EX_mn2_e	0.004977219502439955	0.22030288682456775	mn2_e	export
polaribacter	2015_North_9	1.1e-06	EX_h2s_e	-0.0053658904660192665	0.22030288682456775	h2s_e	import
